relative_path,sha256_src,sha256_copy,match
docs/router_protocol_v1.md,6f705e6a7c01dd89849cda6f42ee159a480271bf6573d3b2e86558f7adacf94f,6f705e6a7c01dd89849cda6f42ee159a480271bf6573d3b2e86558f7adacf94f,True
docs/neurips_method_v1.md,05f66ffb16c542d86790870c11579b121005622d1f2e4b59dbf29dc2dbb923f6,05f66ffb16c542d86790870c11579b121005622d1f2e4b59dbf29dc2dbb923f6,True
docs/router_theory_v1.md,34c3fc3eb3a4ba49b5e42b88db2dc4c4eec890d812b0e014f44681ed7cfd9259,34c3fc3eb3a4ba49b5e42b88db2dc4c4eec890d812b0e014f44681ed7cfd9259,True
docs/router_theory_appendix_v1.md,f90a97d11dbe8e474c501aa62f40fa7f618734ca9e20062f7232a039a152bb7d,f90a97d11dbe8e474c501aa62f40fa7f618734ca9e20062f7232a039a152bb7d,True
docs/router_theory_v3.md,487d44144ce21a3f94a901f8f1c232016ab35d0443a51d033e481f87a5a130df,487d44144ce21a3f94a901f8f1c232016ab35d0443a51d033e481f87a5a130df,True
docs/router_theory_v3_appendix.md,c0b12510f210c5688278181bb54c1cedc73058d367493ae3e84df7405ef18e47,c0b12510f210c5688278181bb54c1cedc73058d367493ae3e84df7405ef18e47,True
utils/router_method_core.py,3a4a2995119310635f842a67ef85c6a1f30ec5521bf2ae22110c0c8d0008669d,3a4a2995119310635f842a67ef85c6a1f30ec5521bf2ae22110c0c8d0008669d,True
outputs/router_phase7_v1/stats.json,1c12d765f49c2573a2369737a8dea22e1762c40775bb9d4dbb7ab5315b69a798,1c12d765f49c2573a2369737a8dea22e1762c40775bb9d4dbb7ab5315b69a798,True
outputs/router_phase8_strict_v1/stats.json,db61dd7a09d5e888eece82164e029445e4b08d6d1e832438504e98ea3f825ca4,db61dd7a09d5e888eece82164e029445e4b08d6d1e832438504e98ea3f825ca4,True
outputs/router_phase9_bench_v1/stats.json,263366391eb305927a194c1322a86c6db3611350dbe74c98729dc623602706a7,263366391eb305927a194c1322a86c6db3611350dbe74c98729dc623602706a7,True
outputs/router_phase10_system_v1/stats.json,9852b3d27d5a31abd2cfea55e55df550d4c26ccf1258de89ebd2dc0820319762,9852b3d27d5a31abd2cfea55e55df550d4c26ccf1258de89ebd2dc0820319762,True
outputs/router_phase11_theory_v1/stats.json,e83e7c9aa74870a6786a9435a1c05eb78c30254373316725c52657e987a8f4e6,e83e7c9aa74870a6786a9435a1c05eb78c30254373316725c52657e987a8f4e6,True
outputs/router_phase12_realworld_v1/stats.json,b72bfac1bfaa03e4c42b2e43a4ddfaa8e6db1769bf53a610f114a424551f5495,b72bfac1bfaa03e4c42b2e43a4ddfaa8e6db1769bf53a610f114a424551f5495,True
outputs/router_phase13_sota_v1/stats.json,8781454f38ba862232c94fa132ea1d8a31b75fe18b4ed2fdb8cd71280ea245bc,8781454f38ba862232c94fa132ea1d8a31b75fe18b4ed2fdb8cd71280ea245bc,True
outputs/router_phase14_stress_v1/stats.json,48c16efb7b455cd09d3017cf6fbc9bf02f109a1ab136e3bebfd2cff1ab488b7e,48c16efb7b455cd09d3017cf6fbc9bf02f109a1ab136e3bebfd2cff1ab488b7e,True
outputs/router_phase14_stress_v1/stress_profile_summary.csv,953b760ad957bf75eb4cb7c082885b6dc7b85fb6a87b3723867b4af7f6b03408,953b760ad957bf75eb4cb7c082885b6dc7b85fb6a87b3723867b4af7f6b03408,True
reports/router_phase7_v1.md,54b9733481d72b4796bd304310924eac8f454f30686e62ea353898354351f864,54b9733481d72b4796bd304310924eac8f454f30686e62ea353898354351f864,True
reports/router_phase8_strict_v1.md,bdc400df8a8c45db52eb65511c7970ffc6fde30516bc05b71704d1a56992621f,bdc400df8a8c45db52eb65511c7970ffc6fde30516bc05b71704d1a56992621f,True
reports/router_phase9_bench_v1.md,5b76d262acec9b39945d424b8ca115eed93e8cc9f60e45a84895bad52ec25f56,5b76d262acec9b39945d424b8ca115eed93e8cc9f60e45a84895bad52ec25f56,True
reports/router_phase10_system_v1.md,6e49277937990c48956001f57080e4cc5b1f145f7395e7d8c81c96f3c8812f09,6e49277937990c48956001f57080e4cc5b1f145f7395e7d8c81c96f3c8812f09,True
reports/router_phase11_theory_v1.md,ee51aebcc183b90e89ddb28bd01cf5bd216af146bf57a7758d8a985dec1fef64,ee51aebcc183b90e89ddb28bd01cf5bd216af146bf57a7758d8a985dec1fef64,True
reports/router_phase12_realworld_v1.md,cdd7770e996d4636abdc583580ab139a52d74c9e2bf22c0aa6d9797402f7d561,cdd7770e996d4636abdc583580ab139a52d74c9e2bf22c0aa6d9797402f7d561,True
reports/router_phase13_sota_v1.md,368cba38ff5d785a9819875e112fc01dadc72710fc508f3421bd824521fd09f0,368cba38ff5d785a9819875e112fc01dadc72710fc508f3421bd824521fd09f0,True
reports/router_phase14_stress_v1.md,1a4edca7a798cfd45ed2bd5a5a60924d6433e0fa7376fb20ae8360b059df2f07,1a4edca7a798cfd45ed2bd5a5a60924d6433e0fa7376fb20ae8360b059df2f07,True
outputs/router_phase16_related_baselines_v1/stats.json,5b74cf480db959a9d53c945f9bd69c07031903552ba50703414fa5589aed4769,5b74cf480db959a9d53c945f9bd69c07031903552ba50703414fa5589aed4769,True
reports/router_phase16_related_baselines_v1.md,3088e1927afd21c1158c701cb878430bccb7fb70a1ac1093c75c3ba7a1c6eef6,3088e1927afd21c1158c701cb878430bccb7fb70a1ac1093c75c3ba7a1c6eef6,True
paper/tables_router_v5/table_phase16_related_baselines.csv,529c1327cd3cda0ff110944bdc525a6a61c64a3936e76856b6c9a836896f6873,529c1327cd3cda0ff110944bdc525a6a61c64a3936e76856b6c9a836896f6873,True
paper/appendix_related_baselines.md,1bf456336640910f715aa208bea5a46890bde62072b08190dc17bcfded8cc2f5,1bf456336640910f715aa208bea5a46890bde62072b08190dc17bcfded8cc2f5,True
outputs/router_phase17_policy_alignment_v1/stats.json,af93af9cc7c0b97370792f1f253ae445526f17b4f8542fb56cf71ad2bd85b612,af93af9cc7c0b97370792f1f253ae445526f17b4f8542fb56cf71ad2bd85b612,True
reports/router_phase17_policy_alignment_v1.md,6a6c23c51959348867267ee88862c29864ef0ca1e987390bc87ddbd84875a672,6a6c23c51959348867267ee88862c29864ef0ca1e987390bc87ddbd84875a672,True
paper/tables_router_v5/table_phase17_policy_alignment.csv,3f33f660a63e9ed2a2eeb66b63a02d016bea2d0b72134651b79787053911fbf0,3f33f660a63e9ed2a2eeb66b63a02d016bea2d0b72134651b79787053911fbf0,True
paper/figures_router_v5/fig_policy_alignment_p99_latency.svg,fefc15cbc5c219a5faf0076d36ae1b6be270e192aed4dc06c1aabe7695d040bd,fefc15cbc5c219a5faf0076d36ae1b6be270e192aed4dc06c1aabe7695d040bd,True
paper/figures_router_v5/fig_policy_alignment_p99_latency.png,d84968036ffc65572897d0e474e2754ad21dce905e06ea287e2e55d62c9640f8,d84968036ffc65572897d0e474e2754ad21dce905e06ea287e2e55d62c9640f8,True
artifacts/router_policy_v1/policy.json,ebc5d0433b0f65602dc6d7e07ddc98f9f7507a53fa5b8181088e2fe4c66afd39,ebc5d0433b0f65602dc6d7e07ddc98f9f7507a53fa5b8181088e2fe4c66afd39,True
artifacts/router_policy_v1/POLICY.sha256,1d7ed344cbe04ec1b9a937e5faecd6cbe54d5e025eea21c5957915a3e644c7b0,1d7ed344cbe04ec1b9a937e5faecd6cbe54d5e025eea21c5957915a3e644c7b0,True
outputs/router_phase19_metrics_extension_v1/stats.json,bb35fefa0e68495c40b82d81b9c779d3d4968d3b5827f1a61d176bfc7e6c1d50,bb35fefa0e68495c40b82d81b9c779d3d4968d3b5827f1a61d176bfc7e6c1d50,True
reports/router_phase19_metrics_extension_v1.md,3b1ee999f791f5fb95408c38e123368578067980ccf64ab204d651527f245a3a,3b1ee999f791f5fb95408c38e123368578067980ccf64ab204d651527f245a3a,True
paper/tables_router_v6/table_secondary_metrics.csv,b147629dd0950a07b40568b12d9047847af2062f254e87d799c7eab3da0bd8ed,b147629dd0950a07b40568b12d9047847af2062f254e87d799c7eab3da0bd8ed,True
paper/figures_router_v6/fig_secondary_metrics_clearance_delta.svg,c273076fe867affa7cd1333240ad304ecf80e188e89ef83b00b84303452b0f79,c273076fe867affa7cd1333240ad304ecf80e188e89ef83b00b84303452b0f79,True
paper/figures_router_v6/fig_secondary_metrics_clearance_delta.png,9869ca0a6c81eae75ecff5af82290b9adec3b18d1e6c8a5c3f56561e2c507f89,9869ca0a6c81eae75ecff5af82290b9adec3b18d1e6c8a5c3f56561e2c507f89,True
paper/figures_router_v6/fig_secondary_metrics_proxy_validity.svg,9fcea1060cbcea33512883ea7b4896965e78c7203862d496410d0fe5d0d25b75,9fcea1060cbcea33512883ea7b4896965e78c7203862d496410d0fe5d0d25b75,True
paper/figures_router_v6/fig_secondary_metrics_proxy_validity.png,5b1e9c031eb730ca7cc12608a2c31d8c96b43d534f96225f9b5f3676bd3b3c97,5b1e9c031eb730ca7cc12608a2c31d8c96b43d534f96225f9b5f3676bd3b3c97,True
outputs/router_phase21_neurips_positioning_v1/stats.json,4abbe1c1af4d67c86599bfc38341759204b7d2d3bd8b639bb5a9447bb436b66b,4abbe1c1af4d67c86599bfc38341759204b7d2d3bd8b639bb5a9447bb436b66b,True
reports/router_phase21_neurips_positioning_v1.md,9be1dd1d83a9e72985475ffcccdd32b44af4d3b37c34dd532e1f80c4de17b262,9be1dd1d83a9e72985475ffcccdd32b44af4d3b37c34dd532e1f80c4de17b262,True
outputs/router_phase22_direct_baselines_v1/stats.json,b2146889cec68fcef9d4bb6a95d0582f63be8086f87df48a32098a4f70775f8f,b2146889cec68fcef9d4bb6a95d0582f63be8086f87df48a32098a4f70775f8f,True
reports/router_phase22_direct_baselines_v1.md,5ecc890d66d04f7667b36e149f5b7a055da36946362ab26f7a4c91af7260d013,5ecc890d66d04f7667b36e149f5b7a055da36946362ab26f7a4c91af7260d013,True
paper/tables_router_v7/table_phase22_direct_baselines.csv,c9f333fa34a0a56e3a0c843bfa5a4158faebb3fbc8dc509de4604f732c794792,c9f333fa34a0a56e3a0c843bfa5a4158faebb3fbc8dc509de4604f732c794792,True
